account_name,product_id,state,cible
djenna.lavr,4580144021,Neuf avec étiquette,Femme
djenna.lavr,4580144021,Neuf avec étiquette,Femme
joke72,4580143568,Neuf avec étiquette,Femme
joke72,4580143568,Neuf avec étiquette,Femme
carla171712,4580143595,Neuf avec étiquette,Femme
carla171712,4580143595,Neuf avec étiquette,Femme
ticia50390,4580143797,Neuf avec étiquette,Femme
ticia50390,4580143797,Neuf avec étiquette,Femme
lara.16,4580143565,Neuf avec étiquette,Femme
lara.16,4580143565,Neuf avec étiquette,Femme
kinster13,4580143326,Neuf avec étiquette,Femme
kinster13,4580143326,Neuf avec étiquette,Femme
zo.lm04,4580143421,Neuf avec étiquette,Femme
zo.lm04,4580143421,Neuf avec étiquette,Femme
aledim_87,4580143332,Neuf avec étiquette,Femme
aledim_87,4580143332,Neuf avec étiquette,Femme
colline26.blanc,4580143172,Neuf avec étiquette,Femme
colline26.blanc,4580143172,Neuf avec étiquette,Femme
vanina1405,4580143295,Neuf avec étiquette,Femme
vanina1405,4580143295,Neuf avec étiquette,Femme
murielmonetti,4580143404,Neuf avec étiquette,Femme
murielmonetti,4580143404,Neuf avec étiquette,Femme
isabellepalau18,4580124501,Neuf avec étiquette,Femme
isabellepalau18,4580124501,Neuf avec étiquette,Femme
colette3556,4580124461,Neuf avec étiquette,Femme
colette3556,4580124461,Neuf avec étiquette,Femme
yellaslv,4580124441,Neuf avec étiquette,Femme
yellaslv,4580124441,Neuf avec étiquette,Femme
audyl64,4580124123,Neuf avec étiquette,Femme
audyl64,4580124123,Neuf avec étiquette,Femme
gwendo0709,4580123987,Neuf avec étiquette,Femme
gwendo0709,4580123987,Neuf avec étiquette,Femme
perles2024,4580123850,Neuf avec étiquette,Femme
perles2024,4580123850,Neuf avec étiquette,Femme
brincoco,4580123979,Neuf avec étiquette,Femme
brincoco,4580123979,Neuf avec étiquette,Femme
charlotte.lry,4580123839,Neuf avec étiquette,Femme
charlotte.lry,4580123839,Neuf avec étiquette,Femme
nicola_garofalo,4580123921,Neuf avec étiquette,Femme
nicola_garofalo,4580123921,Neuf avec étiquette,Femme
ilzenagle,4580123715,Neuf avec étiquette,Femme
ilzenagle,4580123715,Neuf avec étiquette,Femme
marydp93,4580123876,Neuf avec étiquette,Femme
marydp93,4580123876,Neuf avec étiquette,Femme
gibejuliettex,4580123834,Neuf avec étiquette,Femme
gibejuliettex,4580123834,Neuf avec étiquette,Femme
lis3tt3-vint3d,4580123831,Neuf avec étiquette,Femme
lis3tt3-vint3d,4580123831,Neuf avec étiquette,Femme
royalcaftan,4580123865,Neuf avec étiquette,Femme
royalcaftan,4580123865,Neuf avec étiquette,Femme
ledressingdemia,4580123745,Neuf avec étiquette,Femme
ledressingdemia,4580123745,Neuf avec étiquette,Femme
magdailg,4580123699,Neuf avec étiquette,Femme
magdailg,4580123699,Neuf avec étiquette,Femme
nunzia724,4580123657,Neuf avec étiquette,Femme
nunzia724,4580123657,Neuf avec étiquette,Femme
maria.pbc,4580123585,Neuf avec étiquette,Femme
maria.pbc,4580123585,Neuf avec étiquette,Femme
eba99,4580123573,Neuf avec étiquette,Femme
eba99,4580123573,Neuf avec étiquette,Femme
andrea_martin97,4580123313,Neuf avec étiquette,Femme
andrea_martin97,4580123313,Neuf avec étiquette,Femme
josephine42100,4580123197,Neuf avec étiquette,Femme
josephine42100,4580123197,Neuf avec étiquette,Femme
myriaam784,4580123219,Neuf avec étiquette,Femme
myriaam784,4580123219,Neuf avec étiquette,Femme
neekoh77181,4579979336,Neuf avec étiquette,Femme
neekoh77181,4579979336,Neuf avec étiquette,Femme
chahineiz750,4580122921,Neuf avec étiquette,Femme
chahineiz750,4580122921,Neuf avec étiquette,Femme
fortysio,4580122790,Neuf avec étiquette,Femme
fortysio,4580122790,Neuf avec étiquette,Femme
laika2309,4580122376,Neuf avec étiquette,Femme
laika2309,4580122376,Neuf avec étiquette,Femme
roxane2596,4580122541,Neuf avec étiquette,Femme
roxane2596,4580122541,Neuf avec étiquette,Femme
katiatroviso,4580122450,Neuf avec étiquette,Femme
katiatroviso,4580122450,Neuf avec étiquette,Femme
danielledijkstra3843,4580122399,Neuf avec étiquette,Femme
danielledijkstra3843,4580122399,Neuf avec étiquette,Femme
lisanneamsterdam,4580122133,Neuf avec étiquette,Femme
lisanneamsterdam,4580122133,Neuf avec étiquette,Femme
leonard88,4580122182,Neuf avec étiquette,Femme
leonard88,4580122182,Neuf avec étiquette,Femme
rosa2698,4580122183,Neuf avec étiquette,Femme
rosa2698,4580122183,Neuf avec étiquette,Femme
angela031193,4580121934,Neuf avec étiquette,Femme
angela031193,4580121934,Neuf avec étiquette,Femme
melica19,4580121878,Neuf avec étiquette,Femme
melica19,4580121878,Neuf avec étiquette,Femme
laninaclo,4580121977,Neuf avec étiquette,Femme
laninaclo,4580121977,Neuf avec étiquette,Femme
marionzen1,4580121838,Neuf avec étiquette,Femme
marionzen1,4580121838,Neuf avec étiquette,Femme
etoile_15,4580121673,Neuf avec étiquette,Femme
etoile_15,4580121673,Neuf avec étiquette,Femme
juliette3711,4580121885,Neuf avec étiquette,Femme
juliette3711,4580121885,Neuf avec étiquette,Femme
paugieterhaar,4580121522,Neuf avec étiquette,Femme
paugieterhaar,4580121522,Neuf avec étiquette,Femme
rufus69.42,4580121456,Neuf avec étiquette,Femme
rufus69.42,4580121456,Neuf avec étiquette,Femme
rominaric,4580121495,Neuf avec étiquette,Femme
rominaric,4580121495,Neuf avec étiquette,Femme
sereyang,4580121561,Neuf avec étiquette,Femme
sereyang,4580121561,Neuf avec étiquette,Femme
gzm24,4580121513,Neuf avec étiquette,Femme
gzm24,4580121513,Neuf avec étiquette,Femme
verobone86,4580121089,Neuf avec étiquette,Femme
verobone86,4580121089,Neuf avec étiquette,Femme
marr23r,4580121330,Neuf avec étiquette,Femme
marr23r,4580121330,Neuf avec étiquette,Femme
elodiee_1,4580121240,Neuf avec étiquette,Femme
elodiee_1,4580121240,Neuf avec étiquette,Femme
ms__12345,4580120538,Neuf avec étiquette,Femme
ms__12345,4580120538,Neuf avec étiquette,Femme
apolline2604,4580120850,Neuf avec étiquette,Femme
apolline2604,4580120850,Neuf avec étiquette,Femme
alepedra,4580120963,Neuf avec étiquette,Femme
alepedra,4580120963,Neuf avec étiquette,Femme
rogelvan,4580120946,Neuf avec étiquette,Femme
rogelvan,4580120946,Neuf avec étiquette,Femme
baraka2016,4580120903,Neuf avec étiquette,Femme
baraka2016,4580120903,Neuf avec étiquette,Femme
camcam201,4580120573,Neuf avec étiquette,Femme
camcam201,4580120573,Neuf avec étiquette,Femme
bujis,4580120673,Neuf avec étiquette,Femme
bujis,4580120673,Neuf avec étiquette,Femme
priscilla52541,4580120485,Neuf avec étiquette,Femme
priscilla52541,4580120485,Neuf avec étiquette,Femme
valentina_94r,4580120114,Neuf avec étiquette,Femme
valentina_94r,4580120114,Neuf avec étiquette,Femme
bibiche28101982,4580119958,Neuf avec étiquette,Femme
bibiche28101982,4580119958,Neuf avec étiquette,Femme
elenasy85,4580119979,Neuf avec étiquette,Femme
elenasy85,4580119979,Neuf avec étiquette,Femme
godzillina,4580119814,Neuf avec étiquette,Femme
godzillina,4580119814,Neuf avec étiquette,Femme
zazielove69,4580119551,Neuf avec étiquette,Femme
zazielove69,4580119551,Neuf avec étiquette,Femme
a6rn,4580119489,Neuf avec étiquette,Femme
a6rn,4580119489,Neuf avec étiquette,Femme
mhd213,4580119828,Neuf avec étiquette,Femme
mhd213,4580119828,Neuf avec étiquette,Femme
dafne630,4580119761,Neuf avec étiquette,Femme
dafne630,4580119761,Neuf avec étiquette,Femme
maantje200,4580119715,Neuf avec étiquette,Femme
maantje200,4580119715,Neuf avec étiquette,Femme
tengre,4580119590,Neuf avec étiquette,Femme
tengre,4580119590,Neuf avec étiquette,Femme
acughe,4580119746,Neuf avec étiquette,Femme
acughe,4580119746,Neuf avec étiquette,Femme
solangemanuel,4580119361,Neuf avec étiquette,Femme
solangemanuel,4580119361,Neuf avec étiquette,Femme
madalinaflorin,4580119256,Neuf avec étiquette,Femme
madalinaflorin,4580119256,Neuf avec étiquette,Femme
aly83000,4580119266,Neuf avec étiquette,Femme
aly83000,4580119266,Neuf avec étiquette,Femme
melonie111,4580119421,Neuf avec étiquette,Femme
melonie111,4580119421,Neuf avec étiquette,Femme
melo4640,4580119402,Neuf avec étiquette,Femme
melo4640,4580119402,Neuf avec étiquette,Femme
joke72,4580118884,Neuf avec étiquette,Femme
joke72,4580118884,Neuf avec étiquette,Femme
samsti07,4580119331,Neuf avec étiquette,Femme
samsti07,4580119331,Neuf avec étiquette,Femme
giustinaricciardelli,4580118931,Neuf avec étiquette,Femme
giustinaricciardelli,4580118931,Neuf avec étiquette,Femme
aurele2005,4580119129,Neuf avec étiquette,Femme
aurele2005,4580119129,Neuf avec étiquette,Femme
ludodelparco,4580119322,Neuf avec étiquette,Femme
ludodelparco,4580119322,Neuf avec étiquette,Femme
carloto.26,4580119401,Neuf avec étiquette,Femme
carloto.26,4580119401,Neuf avec étiquette,Femme
emibou1206,4580119188,Neuf avec étiquette,Femme
emibou1206,4580119188,Neuf avec étiquette,Femme
oum5957,4580114395,Neuf avec étiquette,Femme
oum5957,4580114395,Neuf avec étiquette,Femme
gioale21,4580119102,Neuf avec étiquette,Femme
gioale21,4580119102,Neuf avec étiquette,Femme
wanderange,4580118875,Neuf avec étiquette,Femme
wanderange,4580118875,Neuf avec étiquette,Femme
yunalice,4569139856,Neuf avec étiquette,Femme
yunalice,4569139856,Neuf avec étiquette,Femme
sansbil23,4580118738,Neuf avec étiquette,Femme
sansbil23,4580118738,Neuf avec étiquette,Femme
annnddrea99,4580118528,Neuf avec étiquette,Femme
annnddrea99,4580118528,Neuf avec étiquette,Femme
alinasapeho15,4580118458,Neuf avec étiquette,Femme
alinasapeho15,4580118458,Neuf avec étiquette,Femme
elarmariodeangi,4580118430,Neuf avec étiquette,Femme
elarmariodeangi,4580118430,Neuf avec étiquette,Femme
alycewkqzvo,4580118279,Neuf avec étiquette,Femme
alycewkqzvo,4580118279,Neuf avec étiquette,Femme
ilenia4198,4580118266,Neuf avec étiquette,Femme
ilenia4198,4580118266,Neuf avec étiquette,Femme
gianburrasca2021,4580118002,Neuf avec étiquette,Femme
gianburrasca2021,4580118002,Neuf avec étiquette,Femme
dodrai,4580117823,Neuf avec étiquette,Femme
dodrai,4580117823,Neuf avec étiquette,Femme
mammamanu69,4580118237,Neuf avec étiquette,Femme
mammamanu69,4580118237,Neuf avec étiquette,Femme
sara00gio,4580117987,Neuf avec étiquette,Femme
sara00gio,4580117987,Neuf avec étiquette,Femme
jillblauwhoff,4580118034,Neuf avec étiquette,Femme
jillblauwhoff,4580118034,Neuf avec étiquette,Femme
martina.pol,4580117759,Neuf avec étiquette,Femme
martina.pol,4580117759,Neuf avec étiquette,Femme
amosimo.1971,4580117830,Neuf avec étiquette,Femme
amosimo.1971,4580117830,Neuf avec étiquette,Femme
cayetanblanco,4580117771,Neuf avec étiquette,Femme
cayetanblanco,4580117771,Neuf avec étiquette,Femme
elisa.brbr,4580117936,Neuf avec étiquette,Femme
elisa.brbr,4580117936,Neuf avec étiquette,Femme
juliette_stlr,4580210433,Neuf avec étiquette,Femme
juliette_stlr,4580210433,Neuf avec étiquette,Femme
vania.lama,4580210230,Neuf avec étiquette,Femme
vania.lama,4580210230,Neuf avec étiquette,Femme
olibc,4580210432,Neuf avec étiquette,Femme
olibc,4580210432,Neuf avec étiquette,Femme
maxerion,4580210273,Neuf avec étiquette,Femme
maxerion,4580210273,Neuf avec étiquette,Femme
stellamarina4,4577909557,Neuf avec étiquette,Femme
stellamarina4,4577909557,Neuf avec étiquette,Femme
carm007,4580210330,Neuf avec étiquette,Femme
carm007,4580210330,Neuf avec étiquette,Femme
ameliyan,4580210201,Neuf avec étiquette,Femme
ameliyan,4580210201,Neuf avec étiquette,Femme
r198711,4580210202,Neuf avec étiquette,Femme
r198711,4580210202,Neuf avec étiquette,Femme
ameliieu,4580210242,Neuf avec étiquette,Femme
ameliieu,4580210242,Neuf avec étiquette,Femme
miamiazz,4580210082,Neuf avec étiquette,Femme
miamiazz,4580210082,Neuf avec étiquette,Femme
rebecca.sternberg,4580209994,Neuf avec étiquette,Femme
rebecca.sternberg,4580209994,Neuf avec étiquette,Femme
majou3011,4580210052,Neuf avec étiquette,Femme
majou3011,4580210052,Neuf avec étiquette,Femme
carinenoelia,4580210177,Neuf avec étiquette,Femme
carinenoelia,4580210177,Neuf avec étiquette,Femme
lele_0509,4580209961,Neuf avec étiquette,Femme
lele_0509,4580209961,Neuf avec étiquette,Femme
bohogirlsu,4580209755,Neuf avec étiquette,Femme
bohogirlsu,4580209755,Neuf avec étiquette,Femme
alexandrah96,4580209643,Neuf avec étiquette,Femme
alexandrah96,4580209643,Neuf avec étiquette,Femme
bella_91,4580209912,Neuf avec étiquette,Femme
bella_91,4580209912,Neuf avec étiquette,Femme
celia__hm,4580209776,Neuf avec étiquette,Femme
celia__hm,4580209776,Neuf avec étiquette,Femme
stella1067,4580209312,Neuf avec étiquette,Femme
stella1067,4580209312,Neuf avec étiquette,Femme
mozatirana,4580209526,Neuf avec étiquette,Femme
mozatirana,4580209526,Neuf avec étiquette,Femme
lily0411,4580209275,Neuf avec étiquette,Femme
lily0411,4580209275,Neuf avec étiquette,Femme
perfectlook,4580209145,Neuf avec étiquette,Femme
perfectlook,4580209145,Neuf avec étiquette,Femme
chloe2246,4580208520,Neuf avec étiquette,Femme
chloe2246,4580208520,Neuf avec étiquette,Femme
ines117,4580208793,Neuf avec étiquette,Femme
ines117,4580208793,Neuf avec étiquette,Femme
cla.rt15,4580208836,Neuf avec étiquette,Femme
cla.rt15,4580208836,Neuf avec étiquette,Femme
muriellelimousin,4580208621,Neuf avec étiquette,Femme
muriellelimousin,4580208621,Neuf avec étiquette,Femme
fatimatos4,4580208594,Neuf avec étiquette,Femme
fatimatos4,4580208594,Neuf avec étiquette,Femme
ludovicamascaro,4580208646,Neuf avec étiquette,Femme
ludovicamascaro,4580208646,Neuf avec étiquette,Femme
indifferentshop,4580208336,Neuf avec étiquette,Femme
indifferentshop,4580208336,Neuf avec étiquette,Femme
alkebulanjourney,4580197921,Neuf avec étiquette,Femme
alkebulanjourney,4580197921,Neuf avec étiquette,Femme
suzy2990,4580208562,Neuf avec étiquette,Femme
suzy2990,4580208562,Neuf avec étiquette,Femme
nereaclhoe,4580208236,Neuf avec étiquette,Femme
nereaclhoe,4580208236,Neuf avec étiquette,Femme
lh8ivszxpxws,4580208048,Neuf avec étiquette,Femme
lh8ivszxpxws,4580208048,Neuf avec étiquette,Femme
fedeprado34,4580207908,Neuf avec étiquette,Femme
fedeprado34,4580207908,Neuf avec étiquette,Femme
anni0104,4580207929,Neuf avec étiquette,Femme
anni0104,4580207929,Neuf avec étiquette,Femme
walou951,4580207758,Neuf avec étiquette,Femme
walou951,4580207758,Neuf avec étiquette,Femme
carloto.26,4580207734,Neuf avec étiquette,Femme
carloto.26,4580207734,Neuf avec étiquette,Femme
soum2702,4580207742,Neuf avec étiquette,Femme
soum2702,4580207742,Neuf avec étiquette,Femme
stephanie_cassagnet,4580207709,Neuf avec étiquette,Femme
stephanie_cassagnet,4580207709,Neuf avec étiquette,Femme
louisonvitrant,4580207775,Neuf avec étiquette,Femme
louisonvitrant,4580207775,Neuf avec étiquette,Femme
anabaldantafuentes,4580207572,Neuf avec étiquette,Femme
anabaldantafuentes,4580207572,Neuf avec étiquette,Femme
isabenben,4580207465,Neuf avec étiquette,Femme
isabenben,4580207465,Neuf avec étiquette,Femme
swmst,4580207458,Neuf avec étiquette,Femme
swmst,4580207458,Neuf avec étiquette,Femme
divosska,4580207335,Neuf avec étiquette,Femme
divosska,4580207335,Neuf avec étiquette,Femme
mariesophie_9,4580207158,Neuf avec étiquette,Femme
mariesophie_9,4580207158,Neuf avec étiquette,Femme
angel383838,4580206904,Neuf avec étiquette,Femme
angel383838,4580206904,Neuf avec étiquette,Femme
clo1112,4580206922,Neuf avec étiquette,Femme
clo1112,4580206922,Neuf avec étiquette,Femme
kimberley.bideault,4580206867,Neuf avec étiquette,Femme
kimberley.bideault,4580206867,Neuf avec étiquette,Femme
lamirilofu,4580207014,Neuf avec étiquette,Femme
lamirilofu,4580207014,Neuf avec étiquette,Femme
yolandacardona,4580206814,Neuf avec étiquette,Femme
yolandacardona,4580206814,Neuf avec étiquette,Femme
loulou59910,4580206912,Neuf avec étiquette,Femme
loulou59910,4580206912,Neuf avec étiquette,Femme
itscatiaaguiar,4580206642,Neuf avec étiquette,Femme
itscatiaaguiar,4580206642,Neuf avec étiquette,Femme
122162anto,4580206706,Neuf avec étiquette,Femme
122162anto,4580206706,Neuf avec étiquette,Femme
mimihmz,4580206648,Neuf avec étiquette,Femme
mimihmz,4580206648,Neuf avec étiquette,Femme
gioale21,4580206678,Neuf avec étiquette,Femme
gioale21,4580206678,Neuf avec étiquette,Femme
sophieroos4,4580206549,Neuf avec étiquette,Femme
sophieroos4,4580206549,Neuf avec étiquette,Femme
angela196411,4580195932,Neuf avec étiquette,Femme
angela196411,4580195932,Neuf avec étiquette,Femme
victoriasom,4580206492,Neuf avec étiquette,Femme
victoriasom,4580206492,Neuf avec étiquette,Femme
frip54,4580206419,Neuf avec étiquette,Femme
frip54,4580206419,Neuf avec étiquette,Femme
asia76200,4580206247,Neuf avec étiquette,Femme
asia76200,4580206247,Neuf avec étiquette,Femme
missmaass,4580205951,Neuf avec étiquette,Femme
missmaass,4580205951,Neuf avec étiquette,Femme
debbiman73,4580206229,Neuf avec étiquette,Femme
debbiman73,4580206229,Neuf avec étiquette,Femme
oceane_fmr,4580206249,Neuf avec étiquette,Femme
oceane_fmr,4580206249,Neuf avec étiquette,Femme
felkin66,4580205817,Neuf avec étiquette,Femme
felkin66,4580205817,Neuf avec étiquette,Femme
macope68,4580205903,Neuf avec étiquette,Femme
macope68,4580205903,Neuf avec étiquette,Femme
carlandrea1978,4580206046,Neuf avec étiquette,Femme
carlandrea1978,4580206046,Neuf avec étiquette,Femme
1000cositas,4580205734,Neuf avec étiquette,Femme
1000cositas,4580205734,Neuf avec étiquette,Femme
ciccidoina,4580205804,Neuf avec étiquette,Femme
ciccidoina,4580205804,Neuf avec étiquette,Femme
carolgoisi76,4580205830,Neuf avec étiquette,Femme
carolgoisi76,4580205830,Neuf avec étiquette,Femme
evadlarosa,4580205591,Neuf avec étiquette,Femme
evadlarosa,4580205591,Neuf avec étiquette,Femme
raquelramosmoreira,4580205535,Neuf avec étiquette,Femme
raquelramosmoreira,4580205535,Neuf avec étiquette,Femme
yvonne131989,4580205508,Neuf avec étiquette,Femme
yvonne131989,4580205508,Neuf avec étiquette,Femme
ritac1203,4580205401,Neuf avec étiquette,Femme
